Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Bayer,2025-12-02,71.4,15.0,13.6,Kurzfristige Tendenz,71.4,20.0,8.6,Mittelfristige Tendenz,82.9,12.48,17.52,57.9,62.9
Volkswagen,2025-12-02,65.6,15.0,19.4,Kurzfristige Tendenz,65.6,20.0,14.4,Mittelfristige Tendenz,71.3,2.93,1.32,46.3,51.3
BMW,2025-12-02,63.3,15.0,21.7,Kurzfristige Tendenz,63.3,20.0,16.7,Mittelfristige Tendenz,66.5,2.01,0.11,41.5,46.5
Porsche,2025-12-02,63.1,15.0,21.9,Kurzfristige Tendenz,63.1,20.0,16.9,Mittelfristige Tendenz,66.2,1.61,-0.03,41.2,46.2
BASF,2025-12-02,62.7,15.0,22.3,Kurzfristige Tendenz,62.7,20.0,17.3,Mittelfristige Tendenz,65.4,0.72,2.74,40.4,45.4
Commerzbank,2025-12-02,61.6,15.0,23.4,Kurzfristige Tendenz,61.6,20.0,18.4,Mittelfristige Tendenz,63.3,0.41,-0.83,38.3,43.3
Merck,2025-12-02,60.3,15.0,24.7,Kurzfristige Tendenz,60.3,20.0,19.7,Mittelfristige Tendenz,60.6,0.52,0.26,35.6,40.6
Deutsche Börse,2025-12-02,60.3,15.0,24.7,Kurzfristige Tendenz,60.3,20.0,19.7,Mittelfristige Tendenz,60.5,1.76,7.69,35.5,40.5
Siemens Energy,2025-12-02,59.8,15.0,25.2,Kurzfristige Tendenz,59.8,20.0,20.2,Mittelfristige Tendenz,59.7,7.72,7.22,34.7,39.7
Mercedes-Benz,2025-12-02,59.1,15.0,25.9,Kurzfristige Tendenz,59.1,20.0,20.9,Mittelfristige Tendenz,58.3,2.4,-0.94,33.3,38.3
Zalando,2025-12-02,56.5,15.0,28.5,Kurzfristige Tendenz,56.5,20.0,23.5,Mittelfristige Tendenz,52.9,3.57,-1.4,27.9,32.9
Continental,2025-12-02,55.5,15.0,29.5,Kurzfristige Tendenz,55.5,20.0,24.5,Mittelfristige Tendenz,51.0,1.09,0.4,26.0,31.0
Deutsche Bank,2025-12-02,54.3,15.0,30.7,Kurzfristige Tendenz,44.3,20.0,35.7,Mittelfristige Tendenz,48.5,0.33,-7.86,23.5,8.5
MTU Aero Engines,2025-12-02,30.8,15.0,54.2,Kurzfristige Tendenz,30.8,20.0,49.2,Mittelfristige Tendenz,21.6,-2.54,-6.49,23.4,18.4
Airbus,2025-12-02,31.3,15.0,53.7,Kurzfristige Tendenz,31.3,20.0,48.7,Mittelfristige Tendenz,22.5,-6.02,-9.17,22.5,17.5
Allianz,2025-12-02,53.4,15.0,31.6,Kurzfristige Tendenz,63.4,20.0,16.6,Mittelfristige Tendenz,66.7,-0.8,2.6,21.7,46.7
Rheinmetall,2025-12-02,34.0,15.0,51.0,Kurzfristige Tendenz,34.0,20.0,46.0,Mittelfristige Tendenz,27.9,-2.74,-16.65,17.1,12.1
Brenntag,2025-12-02,50.5,15.0,34.5,Kurzfristige Tendenz,60.5,20.0,19.5,Mittelfristige Tendenz,61.0,-0.18,0.83,16.0,41.0
Deutsche Telekom,2025-12-02,50.0,15.0,35.0,Kurzfristige Tendenz,60.0,20.0,20.0,Mittelfristige Tendenz,59.9,-0.29,0.95,14.9,39.9
Heidelberg Materials,2025-12-02,49.8,15.0,35.2,Kurzfristige Tendenz,59.8,20.0,20.2,Mittelfristige Tendenz,59.6,-0.86,1.21,14.6,39.6
Fresenius,2025-12-02,35.3,15.0,49.7,Kurzfristige Tendenz,35.3,20.0,44.7,Mittelfristige Tendenz,30.6,-2.62,-6.75,14.4,9.4
Hannover Rück,2025-12-02,49.3,15.0,35.7,Kurzfristige Tendenz,59.3,20.0,20.7,Mittelfristige Tendenz,58.7,-0.31,-0.47,13.7,38.7
Qiagen,2025-12-02,49.4,15.0,35.6,Kurzfristige Tendenz,59.4,20.0,20.6,Mittelfristige Tendenz,58.7,-2.81,5.81,13.7,38.7
Siemens Healthineers,2025-12-02,36.3,15.0,48.7,Kurzfristige Tendenz,36.3,20.0,43.7,Mittelfristige Tendenz,32.5,-0.19,-5.29,12.5,7.5
Infineon,2025-12-02,48.3,15.0,36.7,Kurzfristige Tendenz,58.3,20.0,21.7,Mittelfristige Tendenz,56.6,1.93,-2.11,11.6,36.6
SAP,2025-12-02,36.8,15.0,48.2,Kurzfristige Tendenz,36.8,20.0,43.2,Mittelfristige Tendenz,33.7,0.51,-4.88,11.3,6.3
Fresenius Medical Care,2025-12-02,38.1,15.0,46.9,Kurzfristige Tendenz,38.1,20.0,41.9,Mittelfristige Tendenz,36.2,-1.26,-2.23,8.8,3.8
Beiersdorf,2025-12-02,46.0,15.0,39.0,Kurzfristige Tendenz,56.0,20.0,24.0,Mittelfristige Tendenz,52.0,-0.3,-1.99,7.0,32.0
Adidas,2025-12-02,45.8,15.0,39.2,Kurzfristige Tendenz,55.8,20.0,24.2,Mittelfristige Tendenz,51.5,0.38,-3.25,6.5,31.5
Münchener Rück,2025-12-02,45.6,15.0,39.4,Kurzfristige Tendenz,45.6,20.0,34.4,Mittelfristige Tendenz,51.1,-0.15,-1.57,6.1,11.1
Vonovia,2025-12-02,39.6,15.0,45.4,Kurzfristige Tendenz,39.6,20.0,40.4,Mittelfristige Tendenz,39.2,-2.66,-2.99,5.8,0.8
Daimler Truck,2025-12-02,45.4,15.0,39.6,Kurzfristige Tendenz,45.4,20.0,34.6,Mittelfristige Tendenz,50.7,-3.82,-0.61,5.7,10.7
Symrise,2025-12-02,45.1,15.0,39.9,Kurzfristige Tendenz,45.1,20.0,34.9,Mittelfristige Tendenz,50.3,0.11,-3.24,5.3,10.3
E.ON,2025-12-02,39.9,15.0,45.1,Kurzfristige Tendenz,39.9,20.0,40.1,Mittelfristige Tendenz,39.7,-1.48,-1.07,5.3,0.3
Siemens,2025-12-02,40.6,15.0,44.4,Kurzfristige Tendenz,40.6,20.0,39.4,Mittelfristige Tendenz,41.3,-0.37,-9.25,3.7,1.3
RWE,2025-12-02,43.7,15.0,41.3,Kurzfristige Tendenz,43.7,20.0,36.3,Mittelfristige Tendenz,47.5,-1.41,-7.19,2.5,7.5
Henkel,2025-12-02,41.8,15.0,43.2,Kurzfristige Tendenz,41.8,20.0,38.2,Mittelfristige Tendenz,43.7,-0.2,-4.32,1.3,3.7
Deutsche Post,2025-12-02,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-12-02,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-12-02,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
